vente_id;client_id;point_de_vente_id;produit_id;quantites_vendues;prix_vente_unitaire;ventes_euro;date_facturation
389;CLIENT_2;PDV_2;PROD_6;20;299;5980;01/10/2021
390;CLIENT_7;PDV_4;PROD_1;9;46;414;01/10/2021
391;CLIENT_7;PDV_6;PROD_5;8;336;2688;01/10/2021
392;CLIENT_7;PDV_6;PROD_4;21;21;441;01/10/2021
393;CLIENT_7;PDV_7;PROD_1;13;251;3263;01/10/2021
394;CLIENT_7;PDV_2;PROD_3;3;155;465;01/10/2021
395;CLIENT_1;PDV_4;PROD_6;49;9;441;01/10/2021
396;CLIENT_1;PDV_1;PROD_6;25;163;4075;01/10/2021
397;CLIENT_1;PDV_1;PROD_4;15;70;1050;01/10/2021
398;CLIENT_1;PDV_6;PROD_6;35;53;1855;01/10/2021
399;CLIENT_1;PDV_7;PROD_6;49;296;14504;01/10/2021
400;CLIENT_1;PDV_5;PROD_3;40;87;3480;01/10/2021
401;CLIENT_3;PDV_4;PROD_4;2;101;202;01/10/2021
402;CLIENT_3;PDV_5;PROD_4;28;98;2744;01/10/2021
403;CLIENT_3;PDV_3;PROD_4;2;19;38;01/10/2021
404;CLIENT_3;PDV_2;PROD_6;42;137;5754;01/10/2021
405;CLIENT_3;PDV_6;PROD_1;32;300;9600;01/10/2021
406;CLIENT_3;PDV_2;PROD_1;39;178;6942;01/10/2021
407;CLIENT_7;PDV_3;PROD_4;29;307;8903;01/10/2021
408;CLIENT_7;PDV_6;PROD_1;40;167;6680;01/10/2021
409;CLIENT_3;PDV_4;PROD_3;16;122;1952;01/10/2021
410;CLIENT_1;PDV_7;PROD_2;10;223;2230;01/10/2021
411;CLIENT_8;PDV_3;PROD_2;22;221;4862;01/10/2021
412;CLIENT_8;PDV_5;PROD_2;29;187;5423;01/10/2021
413;CLIENT_8;PDV_2;PROD_2;17;253;4301;01/10/2021
414;CLIENT_8;PDV_6;PROD_2;29;5;145;01/10/2021
415;CLIENT_1;PDV_1;PROD_2;36;50;1800;01/10/2021
416;CLIENT_2;PDV_1;PROD_2;45;341;15345;01/10/2021
417;CLIENT_3;PDV_7;PROD_2;42;183;7686;01/10/2021
418;CLIENT_2;PDV_5;PROD_2;5;246;1230;01/10/2021
419;CLIENT_2;PDV_6;PROD_2;29;158;4582;01/10/2021
420;CLIENT_6;PDV_1;PROD_2;11;71;781;01/10/2021
421;CLIENT_6;PDV_4;PROD_2;17;337;5729;01/10/2021
422;CLIENT_3;PDV_6;PROD_2;21;22;462;01/10/2021
423;CLIENT_1;PDV_6;PROD_2;13;65;845;01/10/2021
424;CLIENT_1;PDV_2;PROD_3;29;101;2929;01/10/2021
425;CLIENT_1;PDV_7;PROD_3;15;37;555;01/10/2021
426;CLIENT_1;PDV_6;PROD_2;1;74;74;01/10/2021
427;CLIENT_1;PDV_7;PROD_3;3;148;444;01/10/2021
428;CLIENT_1;PDV_7;PROD_6;39;281;10959;01/10/2021
429;CLIENT_1;PDV_4;PROD_6;1;220;220;01/11/2021
430;CLIENT_1;PDV_2;PROD_2;18;223;4014;01/11/2021
431;CLIENT_1;PDV_7;PROD_5;33;76;2508;01/11/2021
432;CLIENT_1;PDV_1;PROD_2;26;39;1014;01/11/2021
433;CLIENT_1;PDV_6;PROD_6;22;45;990;01/11/2021
434;CLIENT_1;PDV_4;PROD_1;6;135;810;01/11/2021
435;CLIENT_1;PDV_2;PROD_5;16;96;1536;01/11/2021
436;CLIENT_1;PDV_7;PROD_4;40;117;4680;01/11/2021
437;CLIENT_1;PDV_7;PROD_5;34;262;8908;01/11/2021
438;CLIENT_1;PDV_5;PROD_5;13;112;1456;01/11/2021
439;CLIENT_1;PDV_5;PROD_4;34;4;136;01/11/2021
440;CLIENT_1;PDV_6;PROD_6;28;61;1708;01/11/2021
441;CLIENT_1;PDV_1;PROD_2;45;24;1080;01/11/2021
442;CLIENT_2;PDV_1;PROD_1;30;347;10410;01/11/2021
443;CLIENT_2;PDV_7;PROD_1;15;129;1935;01/11/2021
444;CLIENT_2;PDV_2;PROD_3;4;83;332;01/11/2021
445;CLIENT_2;PDV_6;PROD_5;25;164;4100;01/11/2021
446;CLIENT_3;PDV_3;PROD_5;17;193;3281;01/11/2021
447;CLIENT_7;PDV_4;PROD_3;40;261;10440;01/11/2021
448;CLIENT_7;PDV_4;PROD_1;20;56;1120;01/11/2021
449;CLIENT_1;PDV_6;PROD_5;44;46;2024;01/11/2021
450;CLIENT_7;PDV_4;PROD_5;43;110;4730;01/11/2021
451;CLIENT_3;PDV_2;PROD_1;28;259;7252;01/11/2021
452;CLIENT_3;PDV_7;PROD_5;19;207;3933;01/11/2021
453;CLIENT_3;PDV_4;PROD_5;16;127;2032;01/11/2021
454;CLIENT_3;PDV_2;PROD_4;19;68;1292;01/11/2021
455;CLIENT_3;PDV_5;PROD_3;23;48;1104;01/11/2021
456;CLIENT_3;PDV_6;PROD_1;10;254;2540;01/11/2021
457;CLIENT_1;PDV_6;PROD_2;45;250;11250;01/11/2021
458;CLIENT_8;PDV_3;PROD_2;28;11;308;01/11/2021
459;CLIENT_1;PDV_3;PROD_2;25;303;7575;01/11/2021
460;CLIENT_3;PDV_6;PROD_2;50;144;7200;01/11/2021
461;CLIENT_3;PDV_2;PROD_2;33;1;33;01/11/2021
462;CLIENT_6;PDV_4;PROD_2;26;92;2392;01/11/2021
463;CLIENT_6;PDV_6;PROD_2;47;261;12267;01/11/2021
464;CLIENT_1;PDV_7;PROD_2;23;96;2208;01/11/2021
465;CLIENT_1;PDV_5;PROD_1;26;261;6786;01/11/2021
466;CLIENT_1;PDV_5;PROD_5;25;99;2475;01/11/2021
467;CLIENT_1;PDV_2;PROD_1;22;232;5104;01/12/2021
468;CLIENT_1;PDV_5;PROD_1;26;249;6474;01/12/2021
469;CLIENT_1;PDV_5;PROD_1;8;239;1912;01/12/2021
470;CLIENT_1;PDV_7;PROD_3;31;298;9238;01/12/2021
471;CLIENT_1;PDV_1;PROD_3;4;15;60;01/12/2021
472;CLIENT_1;PDV_1;PROD_3;49;149;7301;01/12/2021
473;CLIENT_1;PDV_4;PROD_3;13;80;1040;01/12/2021
474;CLIENT_1;PDV_1;PROD_2;22;220;4840;01/12/2021
475;CLIENT_1;PDV_6;PROD_2;10;122;1220;01/12/2021
476;CLIENT_1;PDV_7;PROD_6;48;228;10944;01/12/2021
477;CLIENT_8;PDV_7;PROD_4;18;17;306;01/12/2021
478;CLIENT_8;PDV_1;PROD_1;39;18;702;01/12/2021
479;CLIENT_2;PDV_7;PROD_6;7;104;728;01/12/2021
480;CLIENT_2;PDV_3;PROD_6;17;88;1496;01/12/2021
481;CLIENT_2;PDV_3;PROD_4;10;252;2520;01/12/2021
482;CLIENT_2;PDV_2;PROD_3;29;26;754;01/12/2021
483;CLIENT_2;PDV_4;PROD_5;38;159;6042;01/12/2021
484;CLIENT_3;PDV_1;PROD_3;6;11;66;01/12/2021
485;CLIENT_3;PDV_7;PROD_1;23;130;2990;01/12/2021
486;CLIENT_3;PDV_7;PROD_5;35;328;11480;01/12/2021
487;CLIENT_3;PDV_1;PROD_3;28;46;1288;01/12/2021
488;CLIENT_3;PDV_1;PROD_5;38;130;4940;01/12/2021
489;CLIENT_7;PDV_1;PROD_1;11;32;352;01/12/2021
490;CLIENT_7;PDV_6;PROD_4;13;292;3796;01/12/2021
491;CLIENT_7;PDV_7;PROD_4;26;187;4862;01/12/2021
492;CLIENT_7;PDV_5;PROD_1;27;102;2754;01/12/2021
493;CLIENT_1;PDV_2;PROD_5;26;78;2028;01/12/2021
494;CLIENT_1;PDV_7;PROD_1;18;175;3150;01/12/2021
495;CLIENT_1;PDV_1;PROD_5;12;343;4116;01/12/2021
496;CLIENT_1;PDV_6;PROD_5;21;267;5607;01/12/2021
497;CLIENT_3;PDV_4;PROD_6;25;165;4125;01/12/2021
498;CLIENT_3;PDV_5;PROD_2;22;253;5566;01/12/2021
499;CLIENT_3;PDV_2;PROD_2;22;274;6028;01/12/2021
500;CLIENT_3;PDV_6;PROD_2;21;221;4641;01/12/2021
501;CLIENT_3;PDV_2;PROD_2;24;223;5352;01/12/2021
502;CLIENT_3;PDV_5;PROD_2;27;317;8559;01/12/2021
503;CLIENT_1;PDV_5;PROD_2;41;264;10824;01/12/2021
504;CLIENT_1;PDV_3;PROD_5;49;165;8085;01/12/2021
505;CLIENT_1;PDV_2;PROD_5;20;261;5220;01/12/2021
506;CLIENT_1;PDV_2;PROD_5;31;162;5022;01/12/2021
507;CLIENT_1;PDV_7;PROD_5;33;299;9867;01/12/2021
508;CLIENT_1;PDV_2;PROD_5;48;122;5856;01/12/2021
509;CLIENT_1;PDV_1;PROD_2;11;329;3619;01/12/2021
510;CLIENT_1;PDV_1;PROD_2;12;342;4104;01/12/2021
511;CLIENT_1;PDV_1;PROD_2;31;312;9672;01/12/2021
512;CLIENT_1;PDV_5;PROD_5;15;122;1830;01/12/2021
513;CLIENT_1;PDV_1;PROD_6;45;311;13995;01/12/2021
514;CLIENT_1;PDV_2;PROD_6;35;296;10360;01/12/2021
515;CLIENT_1;PDV_3;PROD_2;1;187;187;01/12/2021
516;CLIENT_8;PDV_6;PROD_6;39;114;4446;01/12/2021
517;CLIENT_2;PDV_4;PROD_4;34;189;6426;01/12/2021
518;CLIENT_2;PDV_6;PROD_3;17;156;2652;01/12/2021
519;CLIENT_3;PDV_4;PROD_3;15;282;4230;01/12/2021
520;CLIENT_3;PDV_7;PROD_6;45;328;14760;01/12/2021
521;CLIENT_3;PDV_4;PROD_5;20;17;340;01/12/2021
522;CLIENT_7;PDV_2;PROD_5;45;316;14220;01/12/2021
523;CLIENT_1;PDV_3;PROD_3;41;98;4018;01/12/2021
524;CLIENT_1;PDV_7;PROD_4;15;333;4995;01/12/2021
525;CLIENT_1;PDV_6;PROD_4;45;315;14175;01/12/2021
526;CLIENT_1;PDV_5;PROD_4;5;10;50;01/12/2021
527;CLIENT_1;PDV_3;PROD_4;34;190;6460;01/12/2021
528;CLIENT_3;PDV_7;PROD_4;37;267;9879;01/12/2021
529;CLIENT_3;PDV_6;PROD_2;1;328;328;01/12/2021
530;CLIENT_8;PDV_2;PROD_2;4;114;456;01/12/2021
531;CLIENT_3;PDV_1;PROD_2;38;220;8360;01/01/2022
532;CLIENT_3;PDV_2;PROD_2;26;226;5876;01/01/2022
533;CLIENT_1;PDV_7;PROD_4;31;92;2852;01/01/2022
534;CLIENT_1;PDV_5;PROD_1;13;243;3159;01/01/2022
535;CLIENT_1;PDV_6;PROD_3;29;165;4785;01/01/2022
536;CLIENT_1;PDV_1;PROD_1;11;276;3036;01/01/2022
537;CLIENT_1;PDV_5;PROD_3;47;207;9729;01/01/2022
538;CLIENT_1;PDV_5;PROD_1;9;280;2520;01/01/2022
539;CLIENT_1;PDV_2;PROD_3;28;1;28;01/01/2022
540;CLIENT_1;PDV_6;PROD_5;17;211;3587;01/01/2022
541;CLIENT_1;PDV_7;PROD_3;32;288;9216;01/01/2022
542;CLIENT_1;PDV_2;PROD_1;5;124;620;01/01/2022
543;CLIENT_1;PDV_4;PROD_6;42;292;12264;01/01/2022
544;CLIENT_1;PDV_7;PROD_3;23;67;1541;01/01/2022
545;CLIENT_1;PDV_4;PROD_6;12;325;3900;01/01/2022
546;CLIENT_1;PDV_1;PROD_3;37;257;9509;01/01/2022
547;CLIENT_1;PDV_2;PROD_3;49;191;9359;01/01/2022
548;CLIENT_1;PDV_1;PROD_6;40;278;11120;01/01/2022
549;CLIENT_1;PDV_5;PROD_6;28;55;1540;01/01/2022
550;CLIENT_1;PDV_5;PROD_2;18;161;2898;01/01/2022
551;CLIENT_1;PDV_5;PROD_2;36;105;3780;01/01/2022
552;CLIENT_1;PDV_7;PROD_5;6;103;618;01/01/2022
553;CLIENT_1;PDV_5;PROD_2;17;317;5389;01/01/2022
554;CLIENT_1;PDV_3;PROD_1;20;164;3280;01/01/2022
555;CLIENT_1;PDV_3;PROD_3;20;265;5300;01/01/2022
556;CLIENT_1;PDV_7;PROD_1;45;59;2655;01/01/2022
557;CLIENT_1;PDV_7;PROD_4;13;267;3471;01/01/2022
558;CLIENT_1;PDV_6;PROD_1;14;1;14;01/01/2022
559;CLIENT_8;PDV_6;PROD_6;8;192;1536;01/01/2022
560;CLIENT_8;PDV_1;PROD_6;28;333;9324;01/01/2022
561;CLIENT_2;PDV_3;PROD_5;3;314;942;01/01/2022
562;CLIENT_2;PDV_2;PROD_5;40;2;80;01/01/2022
563;CLIENT_2;PDV_3;PROD_6;49;301;14749;01/01/2022
564;CLIENT_2;PDV_2;PROD_1;18;43;774;01/01/2022
565;CLIENT_2;PDV_4;PROD_1;33;220;7260;01/01/2022
566;CLIENT_2;PDV_6;PROD_1;2;52;104;01/01/2022
567;CLIENT_2;PDV_5;PROD_4;19;136;2584;01/01/2022
568;CLIENT_2;PDV_3;PROD_3;29;202;5858;01/01/2022
569;CLIENT_3;PDV_6;PROD_3;22;335;7370;01/01/2022
570;CLIENT_3;PDV_2;PROD_1;3;209;627;01/01/2022
571;CLIENT_3;PDV_1;PROD_6;7;331;2317;01/01/2022
572;CLIENT_3;PDV_5;PROD_5;20;99;1980;01/01/2022
573;CLIENT_3;PDV_3;PROD_3;26;12;312;01/01/2022
574;CLIENT_3;PDV_1;PROD_6;5;84;420;01/01/2022
575;CLIENT_3;PDV_4;PROD_1;32;99;3168;01/01/2022
576;CLIENT_7;PDV_7;PROD_4;40;130;5200;01/01/2022
577;CLIENT_1;PDV_5;PROD_4;40;40;1600;01/02/2022
578;CLIENT_1;PDV_4;PROD_3;43;114;4902;01/02/2022
579;CLIENT_1;PDV_7;PROD_5;38;31;1178;01/02/2022
580;CLIENT_1;PDV_7;PROD_3;40;130;5200;01/02/2022
581;CLIENT_1;PDV_7;PROD_5;12;176;2112;01/02/2022
582;CLIENT_1;PDV_2;PROD_5;3;29;87;01/02/2022
583;CLIENT_1;PDV_3;PROD_5;8;38;304;01/02/2022
584;CLIENT_3;PDV_5;PROD_6;17;14;238;01/02/2022
585;CLIENT_7;PDV_1;PROD_1;11;306;3366;01/02/2022
586;CLIENT_7;PDV_1;PROD_1;48;305;14640;01/02/2022
587;CLIENT_3;PDV_2;PROD_1;12;178;2136;01/02/2022
588;CLIENT_1;PDV_6;PROD_2;30;303;9090;01/02/2022
589;CLIENT_3;PDV_3;PROD_2;10;290;2900;01/02/2022
590;CLIENT_3;PDV_7;PROD_2;19;337;6403;01/02/2022
591;CLIENT_3;PDV_7;PROD_2;37;4;148;01/02/2022
592;CLIENT_3;PDV_7;PROD_2;14;191;2674;01/02/2022
593;CLIENT_6;PDV_5;PROD_2;17;327;5559;01/02/2022
594;CLIENT_3;PDV_7;PROD_2;7;272;1904;01/02/2022
595;CLIENT_3;PDV_6;PROD_2;14;280;3920;01/02/2022
596;CLIENT_1;PDV_5;PROD_2;25;128;3200;01/02/2022
597;CLIENT_1;PDV_1;PROD_2;13;65;845;01/02/2022
598;CLIENT_1;PDV_7;PROD_2;45;137;6165;01/02/2022
599;CLIENT_1;PDV_5;PROD_2;32;213;6816;01/02/2022
600;CLIENT_1;PDV_5;PROD_2;37;198;7326;01/02/2022
601;CLIENT_1;PDV_4;PROD_5;6;91;546;01/02/2022
602;CLIENT_1;PDV_3;PROD_5;43;231;9933;01/02/2022
603;CLIENT_1;PDV_6;PROD_5;25;332;8300;01/02/2022
604;CLIENT_1;PDV_7;PROD_5;37;237;8769;01/02/2022
605;CLIENT_1;PDV_3;PROD_2;33;289;9537;01/02/2022
606;CLIENT_1;PDV_6;PROD_5;20;184;3680;01/02/2022
607;CLIENT_1;PDV_6;PROD_3;4;16;64;01/02/2022
608;CLIENT_1;PDV_5;PROD_3;9;300;2700;01/02/2022
609;CLIENT_1;PDV_5;PROD_3;43;182;7826;01/02/2022
610;CLIENT_1;PDV_6;PROD_6;31;76;2356;01/02/2022
611;CLIENT_8;PDV_2;PROD_4;43;161;6923;01/02/2022
612;CLIENT_8;PDV_7;PROD_5;27;69;1863;01/02/2022
613;CLIENT_8;PDV_2;PROD_1;32;50;1600;01/03/2022
614;CLIENT_8;PDV_7;PROD_1;16;3;48;01/03/2022
615;CLIENT_2;PDV_1;PROD_1;35;318;11130;01/03/2022
616;CLIENT_2;PDV_6;PROD_4;40;151;6040;01/03/2022
617;CLIENT_2;PDV_1;PROD_6;20;288;5760;01/03/2022
618;CLIENT_2;PDV_1;PROD_3;30;289;8670;01/03/2022
619;CLIENT_2;PDV_6;PROD_4;33;5;165;01/03/2022
620;CLIENT_2;PDV_6;PROD_6;34;258;8772;01/03/2022
621;CLIENT_2;PDV_7;PROD_5;32;90;2880;01/03/2022
622;CLIENT_2;PDV_7;PROD_1;24;69;1656;01/03/2022
623;CLIENT_1;PDV_1;PROD_6;10;21;210;01/03/2022
624;CLIENT_1;PDV_4;PROD_6;13;101;1313;01/03/2022
625;CLIENT_7;PDV_3;PROD_4;35;337;11795;01/03/2022
626;CLIENT_7;PDV_6;PROD_4;23;274;6302;01/03/2022
627;CLIENT_7;PDV_2;PROD_4;20;277;5540;01/03/2022
628;CLIENT_3;PDV_6;PROD_4;1;77;77;01/03/2022
629;CLIENT_8;PDV_7;PROD_2;34;204;6936;01/03/2022
630;CLIENT_6;PDV_2;PROD_2;40;262;10480;01/03/2022
631;CLIENT_2;PDV_1;PROD_2;47;258;12126;01/03/2022
632;CLIENT_2;PDV_2;PROD_2;6;30;180;01/03/2022
633;CLIENT_2;PDV_6;PROD_2;3;114;342;01/03/2022
634;CLIENT_1;PDV_2;PROD_4;6;203;1218;01/03/2022
635;CLIENT_1;PDV_1;PROD_2;22;75;1650;01/03/2022
636;CLIENT_1;PDV_1;PROD_4;21;207;4347;01/03/2022
637;CLIENT_1;PDV_2;PROD_2;10;13;130;01/03/2022
638;CLIENT_1;PDV_6;PROD_4;37;241;8917;01/03/2022
639;CLIENT_1;PDV_3;PROD_2;20;44;880;01/03/2022
640;CLIENT_1;PDV_5;PROD_4;26;79;2054;01/03/2022
641;CLIENT_1;PDV_6;PROD_2;6;259;1554;01/03/2022
642;CLIENT_1;PDV_1;PROD_4;22;156;3432;01/03/2022
643;CLIENT_1;PDV_4;PROD_2;8;345;2760;01/03/2022
644;CLIENT_1;PDV_7;PROD_2;9;299;2691;01/03/2022
645;CLIENT_1;PDV_5;PROD_1;10;131;1310;01/03/2022
646;CLIENT_1;PDV_7;PROD_2;26;231;6006;01/03/2022
647;CLIENT_1;PDV_5;PROD_1;13;241;3133;01/03/2022
648;CLIENT_1;PDV_2;PROD_1;4;181;724;01/03/2022
649;CLIENT_1;PDV_1;PROD_2;19;92;1748;01/03/2022
650;CLIENT_1;PDV_6;PROD_1;4;289;1156;01/03/2022
651;CLIENT_1;PDV_3;PROD_2;19;6;114;01/03/2022
652;CLIENT_1;PDV_2;PROD_1;38;195;7410;01/03/2022
653;CLIENT_1;PDV_5;PROD_4;19;142;2698;01/04/2022
654;CLIENT_1;PDV_6;PROD_4;18;156;2808;01/04/2022
655;CLIENT_1;PDV_7;PROD_1;15;318;4770;01/04/2022
656;CLIENT_1;PDV_6;PROD_1;46;12;552;01/04/2022
657;CLIENT_2;PDV_7;PROD_6;5;20;100;01/04/2022
658;CLIENT_2;PDV_4;PROD_6;50;284;14200;01/04/2022
659;CLIENT_2;PDV_2;PROD_1;24;98;2352;01/04/2022
660;CLIENT_2;PDV_7;PROD_3;43;19;817;01/04/2022
661;CLIENT_2;PDV_6;PROD_3;23;6;138;01/04/2022
662;CLIENT_3;PDV_6;PROD_4;18;97;1746;01/04/2022
663;CLIENT_3;PDV_1;PROD_6;12;117;1404;01/04/2022
664;CLIENT_3;PDV_2;PROD_3;26;265;6890;01/04/2022
665;CLIENT_3;PDV_1;PROD_3;42;33;1386;01/04/2022
666;CLIENT_3;PDV_2;PROD_6;24;79;1896;01/04/2022
667;CLIENT_3;PDV_4;PROD_3;38;46;1748;01/04/2022
668;CLIENT_3;PDV_4;PROD_4;7;2;14;01/04/2022
669;CLIENT_3;PDV_2;PROD_4;31;239;7409;01/04/2022
670;CLIENT_1;PDV_2;PROD_5;21;317;6657;01/04/2022
671;CLIENT_1;PDV_2;PROD_3;38;335;12730;01/04/2022
672;CLIENT_1;PDV_6;PROD_3;22;79;1738;01/04/2022
673;CLIENT_1;PDV_2;PROD_3;24;212;5088;01/04/2022
674;CLIENT_1;PDV_3;PROD_4;42;90;3780;01/04/2022
675;CLIENT_1;PDV_3;PROD_3;11;324;3564;01/04/2022
676;CLIENT_1;PDV_7;PROD_3;35;239;8365;01/04/2022
677;CLIENT_3;PDV_2;PROD_6;39;10;390;01/04/2022
678;CLIENT_3;PDV_1;PROD_5;50;25;1250;01/04/2022
679;CLIENT_7;PDV_5;PROD_6;2;192;384;01/04/2022
680;CLIENT_7;PDV_3;PROD_5;47;140;6580;01/04/2022
681;CLIENT_7;PDV_7;PROD_6;42;165;6930;01/04/2022
682;CLIENT_3;PDV_3;PROD_5;6;184;1104;01/05/2022
683;CLIENT_3;PDV_1;PROD_6;33;10;330;01/05/2022
684;CLIENT_3;PDV_6;PROD_1;26;337;8762;01/05/2022
685;CLIENT_3;PDV_6;PROD_4;5;262;1310;01/05/2022
686;CLIENT_3;PDV_7;PROD_6;27;15;405;01/05/2022
687;CLIENT_2;PDV_6;PROD_2;3;179;537;01/05/2022
688;CLIENT_3;PDV_7;PROD_2;23;309;7107;01/05/2022
689;CLIENT_1;PDV_1;PROD_2;44;317;13948;01/05/2022
690;CLIENT_1;PDV_5;PROD_2;38;186;7068;01/05/2022
691;CLIENT_3;PDV_5;PROD_2;28;178;4984;01/05/2022
692;CLIENT_3;PDV_7;PROD_2;17;47;799;01/05/2022
693;CLIENT_3;PDV_3;PROD_2;5;335;1675;01/05/2022
694;CLIENT_1;PDV_6;PROD_2;48;295;14160;01/05/2022
695;CLIENT_6;PDV_1;PROD_2;10;203;2030;01/05/2022
696;CLIENT_3;PDV_7;PROD_2;34;16;544;01/05/2022
697;CLIENT_3;PDV_1;PROD_2;42;285;11970;01/05/2022
698;CLIENT_5;PDV_3;PROD_6;29;323;9367;01/05/2022
699;CLIENT_2;PDV_2;PROD_1;18;10;180;01/05/2022
700;CLIENT_7;PDV_3;PROD_3;45;90;4050;01/05/2022
701;CLIENT_3;PDV_4;PROD_6;12;301;3612;01/05/2022
702;CLIENT_3;PDV_4;PROD_4;46;177;8142;01/05/2022
703;CLIENT_7;PDV_2;PROD_5;6;300;1800;01/05/2022
704;CLIENT_7;PDV_3;PROD_5;28;84;2352;01/05/2022
705;CLIENT_2;PDV_7;PROD_3;20;306;6120;01/05/2022
706;CLIENT_4;PDV_2;PROD_5;2;323;646;01/05/2022
707;CLIENT_8;PDV_7;PROD_1;28;225;6300;01/05/2022
708;CLIENT_1;PDV_2;PROD_6;7;85;595;01/05/2022
709;CLIENT_8;PDV_1;PROD_5;23;42;966;01/05/2022
710;CLIENT_7;PDV_5;PROD_5;20;51;1020;01/05/2022
711;CLIENT_7;PDV_6;PROD_3;24;96;2304;01/05/2022
712;CLIENT_4;PDV_1;PROD_1;15;331;4965;01/05/2022
713;CLIENT_7;PDV_3;PROD_2;3;44;132;01/05/2022
714;CLIENT_8;PDV_7;PROD_2;38;237;9006;01/05/2022
715;CLIENT_8;PDV_4;PROD_3;36;309;11124;01/05/2022
716;CLIENT_7;PDV_7;PROD_1;26;248;6448;01/05/2022
717;CLIENT_2;PDV_1;PROD_5;25;283;7075;01/05/2022
718;CLIENT_3;PDV_6;PROD_6;40;142;5680;01/06/2022
719;CLIENT_3;PDV_4;PROD_2;14;104;1456;01/06/2022
720;CLIENT_5;PDV_3;PROD_2;23;23;529;01/06/2022
721;CLIENT_2;PDV_2;PROD_2;29;192;5568;01/06/2022
722;CLIENT_6;PDV_5;PROD_4;10;183;1830;01/06/2022
723;CLIENT_8;PDV_3;PROD_1;20;228;4560;01/06/2022
724;CLIENT_8;PDV_6;PROD_4;25;298;7450;01/06/2022
725;CLIENT_1;PDV_3;PROD_2;13;119;1547;01/06/2022
726;CLIENT_3;PDV_3;PROD_6;14;239;3346;01/06/2022
727;CLIENT_4;PDV_4;PROD_6;34;257;8738;01/06/2022
728;CLIENT_5;PDV_5;PROD_6;16;249;3984;01/06/2022
729;CLIENT_2;PDV_3;PROD_5;19;2;38;01/06/2022
730;CLIENT_2;PDV_1;PROD_3;26;206;5356;01/06/2022
731;CLIENT_1;PDV_4;PROD_4;32;296;9472;01/06/2022
732;CLIENT_8;PDV_1;PROD_6;24;188;4512;01/06/2022
733;CLIENT_3;PDV_5;PROD_1;1;275;275;01/06/2022
734;CLIENT_3;PDV_2;PROD_2;42;90;3780;01/06/2022
735;CLIENT_8;PDV_5;PROD_3;14;319;4466;01/06/2022
736;CLIENT_2;PDV_2;PROD_4;5;179;895;01/06/2022
737;CLIENT_8;PDV_1;PROD_5;8;283;2264;01/06/2022
738;CLIENT_5;PDV_4;PROD_3;40;310;12400;01/06/2022
739;CLIENT_3;PDV_4;PROD_2;11;249;2739;01/06/2022
740;CLIENT_1;PDV_5;PROD_1;39;201;7839;01/06/2022
741;CLIENT_3;PDV_6;PROD_2;16;127;2032;01/06/2022
742;CLIENT_3;PDV_2;PROD_4;45;244;10980;01/06/2022
743;CLIENT_2;PDV_2;PROD_6;48;172;8256;01/06/2022
744;CLIENT_2;PDV_4;PROD_6;6;307;1842;01/06/2022
745;CLIENT_7;PDV_7;PROD_3;31;17;527;01/06/2022
746;CLIENT_3;PDV_4;PROD_4;30;15;450;01/06/2022
747;CLIENT_4;PDV_6;PROD_3;1;132;132;01/06/2022
748;CLIENT_7;PDV_4;PROD_4;36;125;4500;01/06/2022
749;CLIENT_1;PDV_3;PROD_6;30;277;8310;01/06/2022
750;CLIENT_2;PDV_2;PROD_1;50;123;6150;01/06/2022
751;CLIENT_1;PDV_7;PROD_3;31;261;8091;01/06/2022
752;CLIENT_6;PDV_6;PROD_5;5;295;1475;01/06/2022
753;CLIENT_3;PDV_6;PROD_4;9;74;666;01/06/2022
754;CLIENT_1;PDV_2;PROD_6;34;285;9690;01/06/2022
755;CLIENT_6;PDV_3;PROD_1;15;200;3000;01/06/2022
756;CLIENT_3;PDV_1;PROD_4;50;248;12400;01/06/2022
757;CLIENT_5;PDV_2;PROD_4;31;182;5642;01/06/2022
758;CLIENT_2;PDV_6;PROD_5;42;154;6468;01/06/2022
759;CLIENT_4;PDV_1;PROD_4;45;68;3060;01/06/2022
760;CLIENT_8;PDV_3;PROD_3;5;335;1675;01/06/2022
761;CLIENT_5;PDV_6;PROD_6;10;210;2100;01/06/2022
762;CLIENT_7;PDV_1;PROD_1;7;268;1876;01/06/2022
763;CLIENT_8;PDV_5;PROD_2;6;255;1530;01/06/2022
764;CLIENT_4;PDV_7;PROD_1;44;325;14300;01/06/2022
765;CLIENT_3;PDV_5;PROD_5;24;110;2640;01/06/2022
766;CLIENT_7;PDV_2;PROD_5;40;173;6920;01/06/2022
767;CLIENT_2;PDV_6;PROD_5;44;106;4664;01/06/2022
768;CLIENT_5;PDV_4;PROD_4;30;336;10080;01/06/2022
769;CLIENT_1;PDV_7;PROD_1;32;265;8480;01/06/2022
770;CLIENT_2;PDV_2;PROD_3;1;298;298;01/06/2022
771;CLIENT_8;PDV_1;PROD_1;36;204;7344;01/06/2022
772;CLIENT_4;PDV_3;PROD_3;40;98;3920;01/06/2022
773;CLIENT_7;PDV_7;PROD_3;19;322;6118;01/06/2022
774;CLIENT_1;PDV_1;PROD_5;34;160;5440;01/06/2022
775;CLIENT_3;PDV_4;PROD_3;8;32;256;01/06/2022
776;CLIENT_6;PDV_4;PROD_6;47;59;2773;01/06/2022
777;CLIENT_2;PDV_7;PROD_5;38;22;836;01/06/2022
